start	18	2020	1	24	18
	1631	3228	57.250390	-23.499658	1.001629e+05	2.398341e+01	1.084115e+05	1.066953e+05	5.782428e+04	5.688554e+04	3.015960e+02	2.029582e+01	2020	1	24	18
	1635	3193	57.390796	-22.269310	1.000415e+05	1.864225e+01	1.082626e+05	1.069542e+05	5.763816e+04	5.689051e+04	3.017722e+02	1.866817e+01	2020	1	25	0
	1682	3208	59.040562	-22.796602	1.002333e+05	2.235053e+01	1.084205e+05	1.068566e+05	5.784084e+04	5.700888e+04	3.018313e+02	1.586178e+01	2020	1	25	6
	1768	3216	62.059282	-23.077824	9.960260e+04	3.060129e+01	1.081432e+05	1.067513e+05	5.768089e+04	5.686037e+04	3.016414e+02	1.982900e+01	2020	1	25	12
	1811	3211	63.568643	-22.902060	9.983298e+04	3.044937e+01	1.083102e+05	1.068195e+05	5.786087e+04	5.656138e+04	3.018878e+02	2.481431e+01	2020	1	25	18
	1783	3190	62.585803	-22.163851	9.996544e+04	2.544279e+01	1.081442e+05	1.066209e+05	5.765620e+04	5.665895e+04	3.017941e+02	1.760857e+01	2020	1	26	0
	1814	3193	63.673947	-22.269310	1.000216e+05	2.646515e+01	1.082581e+05	1.064936e+05	5.774515e+04	5.675684e+04	3.019768e+02	1.218239e+01	2020	1	26	6
	1817	3167	63.779251	-21.355336	9.988320e+04	2.562737e+01	1.080487e+05	1.064304e+05	5.755481e+04	5.668937e+04	3.023289e+02	8.876817e+00	2020	1	26	12
	1949	3178	68.412637	-21.742017	1.001623e+05	2.233962e+01	1.082062e+05	1.065006e+05	5.769167e+04	5.696460e+04	3.020917e+02	2.034525e+01	2020	1	26	18
	1855	3102	65.113105	-19.070403	1.000882e+05	1.799535e+01	1.079711e+05	1.066975e+05	5.753174e+04	5.690043e+04	3.023418e+02	1.761952e+01	2020	1	27	0
	2017	3161	70.799532	-21.144419	1.001198e+05	2.705939e+01	1.080143e+05	1.065560e+05	5.753743e+04	5.682657e+04	3.022546e+02	2.088165e+01	2020	1	27	6
	2057	3143	72.203588	-20.511669	9.961925e+04	2.927474e+01	1.077604e+05	1.066557e+05	5.744294e+04	5.668304e+04	3.028009e+02	1.686613e+01	2020	1	27	12
	1943	3097	68.202028	-18.894639	1.002101e+05	1.898829e+01	1.079111e+05	1.068200e+05	5.762027e+04	5.692575e+04	3.024903e+02	1.339005e+01	2020	1	27	18
	1937	3075	67.991420	-18.121277	1.001663e+05	1.605838e+01	1.080273e+05	1.068347e+05	5.755439e+04	5.695390e+04	3.026659e+02	1.853839e+01	2020	1	28	0
	1939	3091	68.061622	-18.683722	1.004077e+05	1.838351e+01	1.081771e+05	1.070258e+05	5.771806e+04	5.706404e+04	3.025136e+02	1.233221e+01	2020	1	28	6
	1970	3124	69.149766	-19.843765	1.003478e+05	1.764176e+01	1.079899e+05	1.068993e+05	5.764779e+04	5.712334e+04	3.029386e+02	1.302772e+01	2020	1	28	12
	1994	3132	69.992200	-20.124988	1.004915e+05	2.161037e+01	1.083189e+05	1.071548e+05	5.780607e+04	5.712879e+04	3.023875e+02	1.175393e+01	2020	1	28	18
	1892	3132	66.411856	-20.124988	1.003887e+05	2.065246e+01	1.078854e+05	1.067180e+05	5.762094e+04	5.717558e+04	3.025421e+02	7.719077e+00	2020	1	29	0
start	42	2020	2	4	0
	1850	2949	64.937598	-13.692022	1.005392e+05	1.011636e+01	1.077819e+05	1.072846e+05	5.766606e+04	5.716700e+04	3.040514e+02	1.751817e+01	2020	2	4	0
	1797	3034	63.077223	-16.680012	1.006348e+05	1.243608e+01	1.079586e+05	1.071775e+05	5.783941e+04	5.733183e+04	3.041667e+02	1.921545e+01	2020	2	4	6
	1890	2969	66.341654	-14.395079	1.003584e+05	1.062730e+01	1.077787e+05	1.072710e+05	5.757509e+04	5.712895e+04	3.041975e+02	3.161226e+01	2020	2	4	12
	1898	2965	66.622465	-14.254467	1.005570e+05	1.209911e+01	1.081537e+05	1.075105e+05	5.788739e+04	5.733448e+04	3.039144e+02	3.175211e+01	2020	2	4	18
	1970	3000	69.149766	-15.484816	1.003844e+05	1.378398e+01	1.078212e+05	1.072919e+05	5.759623e+04	5.713962e+04	3.037185e+02	2.657445e+01	2020	2	5	0
	1969	3018	69.114665	-16.117567	1.005643e+05	1.786434e+01	1.079878e+05	1.074702e+05	5.781046e+04	5.723414e+04	3.036991e+02	2.541405e+01	2020	2	5	6
	2014	2990	70.694228	-15.133288	1.001704e+05	2.744524e+01	1.079184e+05	1.073574e+05	5.764328e+04	5.691535e+04	3.042048e+02	2.208035e+01	2020	2	5	12
	1933	3038	67.851014	-16.820623	1.005989e+05	1.720350e+01	1.080694e+05	1.074379e+05	5.778281e+04	5.733582e+04	3.034862e+02	2.087323e+01	2020	2	5	18
	1945	3053	68.272231	-17.347915	1.003659e+05	1.988067e+01	1.080003e+05	1.074744e+05	5.763871e+04	5.715466e+04	3.032787e+02	2.034135e+01	2020	2	6	0
	1897	3053	66.587363	-17.347915	1.003103e+05	2.014174e+01	1.080958e+05	1.077900e+05	5.781366e+04	5.734526e+04	3.034706e+02	1.455901e+01	2020	2	6	6
	1878	3079	65.920437	-18.261888	1.001150e+05	2.200581e+01	1.080056e+05	1.076158e+05	5.769897e+04	5.718463e+04	3.036374e+02	1.663903e+01	2020	2	6	12
	1855	3041	65.113105	-16.926081	9.997212e+04	2.304482e+01	1.082025e+05	1.076575e+05	5.783158e+04	5.728956e+04	3.040690e+02	2.050486e+01	2020	2	6	18
	1881	3039	66.025741	-16.855776	9.986155e+04	2.250695e+01	1.079157e+05	1.075304e+05	5.765824e+04	5.709639e+04	3.035114e+02	1.698972e+01	2020	2	7	0
	1885	3068	66.166147	-17.875207	9.986392e+04	2.200238e+01	1.081851e+05	1.077304e+05	5.789405e+04	5.723605e+04	3.031364e+02	1.453170e+01	2020	2	7	6
	1847	3073	64.832293	-18.050971	9.989102e+04	1.884234e+01	1.081480e+05	1.076961e+05	5.771544e+04	5.713900e+04	3.034440e+02	2.501814e+01	2020	2	7	12
	1827	3074	64.130265	-18.086124	9.997545e+04	2.609514e+01	1.083677e+05	1.077358e+05	5.791156e+04	5.722452e+04	3.034050e+02	2.897083e+01	2020	2	7	18
	1850	3068	64.937598	-17.875207	9.930915e+04	2.144132e+01	1.081281e+05	1.075482e+05	5.767648e+04	5.687930e+04	3.032253e+02	2.380700e+01	2020	2	8	0
	1832	3061	64.305772	-17.629138	9.970120e+04	2.370173e+01	1.081384e+05	1.076223e+05	5.792820e+04	5.707780e+04	3.032915e+02	1.984389e+01	2020	2	8	6
	1850	3048	64.937598	-17.172151	9.935961e+04	2.575695e+01	1.079892e+05	1.073812e+05	5.766849e+04	5.665459e+04	3.032899e+02	2.820042e+01	2020	2	8	12
