start	51	2020	1	12	12
	1767	837	68.484116	-11.484359	1.005472e+05	1.051928e+01	5.851670e+03	5.807665e+03	1.096471e+04	1.089146e+04	3.047827e+02	1.250453e-04	2020	1	12	12
	1759	844	67.359117	-10.828110	1.007186e+05	1.043614e+01	5.873809e+03	5.820390e+03	1.096869e+04	1.090152e+04	3.043751e+02	2.004711e-04	2020	1	12	18
	1753	849	66.515368	-10.359361	1.003965e+05	1.117034e+01	5.848335e+03	5.783787e+03	1.094996e+04	1.088191e+04	3.038720e+02	2.276285e-04	2020	1	13	0
	1762	850	67.780992	-10.265611	1.006177e+05	1.246125e+01	5.862914e+03	5.814765e+03	1.095515e+04	1.089900e+04	3.038116e+02	2.398071e-04	2020	1	13	6
	1764	848	68.062242	-10.453110	1.003137e+05	1.153217e+01	5.847542e+03	5.805729e+03	1.094845e+04	1.088411e+04	3.045254e+02	2.166203e-04	2020	1	13	12
	1768	843	68.624741	-10.921860	1.005762e+05	1.169018e+01	5.874984e+03	5.823422e+03	1.098387e+04	1.089880e+04	3.043004e+02	2.846825e-04	2020	1	13	18
	1769	841	68.765366	-11.109360	1.003214e+05	1.478880e+01	5.853605e+03	5.794217e+03	1.095804e+04	1.088006e+04	3.038154e+02	4.040390e-04	2020	1	14	0
	1766	829	68.343491	-12.234358	1.004889e+05	1.842694e+01	5.873815e+03	5.812993e+03	1.096108e+04	1.090833e+04	3.036315e+02	2.868016e-04	2020	1	14	6
	1753	820	66.515368	-13.078107	1.001274e+05	1.549858e+01	5.849329e+03	5.788894e+03	1.095889e+04	1.088820e+04	3.041974e+02	2.651276e-04	2020	1	14	12
	1751	822	66.234118	-12.890607	1.002541e+05	1.505069e+01	5.865394e+03	5.801269e+03	1.096563e+04	1.089788e+04	3.036217e+02	3.675623e-04	2020	1	14	18
	1753	820	66.515368	-13.078107	9.995147e+04	1.575976e+01	5.842102e+03	5.780027e+03	1.095960e+04	1.086627e+04	3.033358e+02	4.843786e-04	2020	1	15	0
	1755	813	66.796618	-13.734356	9.997376e+04	1.685821e+01	5.862224e+03	5.787712e+03	1.096315e+04	1.089007e+04	3.029973e+02	4.105648e-04	2020	1	15	6
	1753	807	66.515368	-14.296855	9.963098e+04	1.646180e+01	5.849039e+03	5.765916e+03	1.094781e+04	1.087788e+04	3.028572e+02	3.569088e-04	2020	1	15	12
	1754	801	66.655993	-14.859354	9.976896e+04	1.693692e+01	5.858401e+03	5.778054e+03	1.094501e+04	1.089896e+04	3.026622e+02	3.082938e-04	2020	1	15	18
	1754	790	66.655993	-15.890603	9.939946e+04	1.743517e+01	5.841788e+03	5.750604e+03	1.094877e+04	1.087478e+04	3.023806e+02	3.618148e-04	2020	1	16	0
	1751	789	66.234118	-15.984353	9.949134e+04	1.808494e+01	5.844990e+03	5.759515e+03	1.095282e+04	1.089238e+04	3.024288e+02	2.534624e-04	2020	1	16	6
	1753	779	66.515368	-16.921851	9.921821e+04	1.855961e+01	5.840125e+03	5.741790e+03	1.094676e+04	1.088595e+04	3.027093e+02	1.794828e-04	2020	1	16	12
	1755	775	66.796618	-17.296851	9.924738e+04	2.057119e+01	5.857702e+03	5.758248e+03	1.094643e+04	1.089459e+04	3.022848e+02	2.919058e-04	2020	1	16	18
	1756	765	66.937243	-18.234350	9.888142e+04	2.095485e+01	5.834200e+03	5.726947e+03	1.093052e+04	1.087259e+04	3.019397e+02	2.999415e-04	2020	1	17	0
	1760	763	67.499742	-18.421849	9.893886e+04	2.236839e+01	5.844280e+03	5.735658e+03	1.093511e+04	1.088102e+04	3.019382e+02	3.083381e-04	2020	1	17	6
	1764	756	68.062242	-19.078098	9.862024e+04	2.757133e+01	5.830804e+03	5.697101e+03	1.094865e+04	1.085809e+04	3.019706e+02	3.301006e-04	2020	1	17	12
