start	29	2020	1	22	0
	4355136	42.153000	-15.852400	9.986669e+04	1.677768e+01	1.079779e+05	1.077624e+05	5.746338e+04	5.693662e+04	3.031667e+02	3.402997e+01	2020	1	22	0
	4380503	43.333300	-16.274200	9.995412e+04	1.737496e+01	1.081540e+05	1.078560e+05	5.764152e+04	5.700302e+04	3.033450e+02	3.393699e+01	2020	1	22	6
	4414093	44.181800	-16.836600	9.959875e+04	1.652095e+01	1.080289e+05	1.076439e+05	5.739548e+04	5.670373e+04	3.035518e+02	3.861428e+01	2020	1	22	12
	4459859	45.174100	-17.609800	9.973794e+04	1.668819e+01	1.081871e+05	1.076826e+05	5.759934e+04	5.685109e+04	3.033367e+02	3.771281e+01	2020	1	22	18
	4509221	45.176100	-18.453400	9.990256e+04	1.399553e+01	1.079291e+05	1.075211e+05	5.737015e+04	5.676440e+04	3.033833e+02	2.632489e+01	2020	1	23	0
	4606266	49.599200	-20.140600	1.002996e+05	1.542608e+01	1.082331e+05	1.075211e+05	5.767647e+04	5.701322e+04	3.021782e+02	2.028302e+01	2020	1	23	6
	4505178	49.442800	-18.383100	1.000647e+05	1.316205e+01	1.081097e+05	1.077937e+05	5.755965e+04	5.699865e+04	3.027346e+02	2.366281e+01	2020	1	23	12
	4590258	49.401200	-19.859400	1.002173e+05	1.881533e+01	1.082751e+05	1.077731e+05	5.772872e+04	5.724872e+04	3.022317e+02	2.263725e+01	2020	1	23	18
	4529677	50.354000	-18.804900	1.000098e+05	1.992811e+01	1.081188e+05	1.077458e+05	5.756246e+04	5.707321e+04	3.024543e+02	1.396387e+01	2020	1	24	0
	4554039	51.899100	-19.226700	1.002597e+05	1.991917e+01	1.082978e+05	1.078618e+05	5.780501e+04	5.732726e+04	3.023088e+02	1.060054e+01	2020	1	24	6
	4541892	52.544400	-19.015800	1.000536e+05	1.941841e+01	1.081753e+05	1.077658e+05	5.761988e+04	5.722438e+04	3.025139e+02	1.570900e+01	2020	1	24	12
	4509320	53.894300	-18.453400	1.003338e+05	1.707949e+01	1.083662e+05	1.080812e+05	5.787034e+04	5.738409e+04	3.022429e+02	1.494770e+01	2020	1	24	18
	4525660	55.167000	-18.734600	1.000752e+05	1.620304e+01	1.081595e+05	1.078455e+05	5.768116e+04	5.725066e+04	3.020771e+02	1.007407e+01	2020	1	25	0
	4545988	56.150000	-19.086100	1.003074e+05	1.606514e+01	1.083840e+05	1.078685e+05	5.791327e+04	5.751252e+04	3.019995e+02	1.421678e+01	2020	1	25	6
	4562177	56.818600	-19.367300	1.000491e+05	1.704385e+01	1.082476e+05	1.077301e+05	5.769385e+04	5.728235e+04	3.024912e+02	1.872965e+01	2020	1	25	12
	4578306	57.850700	-19.648500	1.002595e+05	1.882181e+01	1.084121e+05	1.077476e+05	5.792560e+04	5.747585e+04	3.019465e+02	2.149045e+01	2020	1	25	18
	4533830	57.933100	-18.875200	9.995319e+04	1.949350e+01	1.081651e+05	1.075126e+05	5.767198e+04	5.717148e+04	3.019861e+02	1.983912e+01	2020	1	26	0
	4586354	59.042900	-19.789100	1.000813e+05	1.984423e+01	1.082594e+05	1.074744e+05	5.783106e+04	5.719456e+04	3.019612e+02	2.249245e+01	2020	1	26	6
	4525706	59.233800	-18.734600	9.967006e+04	2.341262e+01	1.080740e+05	1.075190e+05	5.764341e+04	5.694066e+04	3.021514e+02	2.322340e+01	2020	1	26	12
	4550088	60.474300	-19.156400	9.983094e+04	2.549198e+01	1.081755e+05	1.074345e+05	5.775375e+04	5.689950e+04	3.021272e+02	2.264408e+01	2020	1	26	18
